record_id,index,Timestamp,In The Lead,Vote Margin,Votes Remaining (est.),Change,State,Leader Batch Breakdown,Trailer Batch Breakdown,Trailer Batch Trend,Trailer Hurdle,Margin_change_estimate,Type
2780,2780,2020-11-04 21:21:34 UTC,Trump,337616,959694,23194,Pennsylvania,37.4,62.6,65.5,67.8,,
2781,2781,2020-11-04 21:04:05 UTC,Trump,343462,983089,12249,Pennsylvania,24.6,75.4,77.6,67.7,,
2782,2782,2020-11-04 20:58:39 UTC,Trump,349685,995516,8657,Pennsylvania,26.0,74.0,87.7,67.8,,
2783,2783,2020-11-04 20:53:17 UTC,Trump,353834,1004276,5487,Pennsylvania,26.4,73.6,94.3,67.8,,
2784,2784,2020-11-04 20:48:16 UTC,Trump,356423,1009803,23277,Pennsylvania,0.0,100.0,95.5,67.9,,
2785,2785,2020-11-04 20:37:49 UTC,Trump,379700,1034457,15329,Pennsylvania,20.0,80.0,80.2,68.6,,
2786,2786,2020-11-04 20:23:38 UTC,Trump,388889,1049997,16005,Pennsylvania,19.5,80.5,84.5,68.8,,
2787,2787,2020-11-04 20:14:42 UTC,Trump,398656,1066211,32521,Pennsylvania,10.8,89.2,89.2,68.9,,
2788,2788,2020-11-04 20:10:29 UTC,Trump,424125,1097700,28137,Pennsylvania,30.3,69.7,70.0,69.6,,
2789,2789,2020-11-04 20:06:10 UTC,Trump,435204,1126198,197,Pennsylvania,43.1,56.9,76.9,69.6,,
2790,2790,2020-11-04 20:03:16 UTC,Trump,435231,1126395,24192,Pennsylvania,23.3,76.7,77.0,69.6,,
2791,2791,2020-11-04 19:47:46 UTC,Trump,448129,1150081,6796,Pennsylvania,21.6,78.4,72.1,69.7,,
2792,2792,2020-11-04 19:44:32 UTC,Trump,451993,1156960,13973,Pennsylvania,24.9,75.1,69.7,69.8,,
2793,2793,2020-11-04 19:33:35 UTC,Trump,459000,1171077,131,Pennsylvania,82.4,17.6,68.9,69.8,,
2794,2794,2020-11-04 19:17:39 UTC,Trump,458915,1171211,10498,Pennsylvania,36.4,63.6,69.1,69.8,,
2795,2795,2020-11-04 19:13:03 UTC,Trump,461765,1181766,4361,Pennsylvania,29.2,70.8,70.4,69.8,,
2796,2796,2020-11-04 18:56:14 UTC,Trump,463576,1186163,486,Pennsylvania,36.2,63.8,71.4,69.8,,
2797,2797,2020-11-04 18:40:57 UTC,Trump,463710,1186657,1679,Pennsylvania,42.4,57.6,71.7,69.8,,
2798,2798,2020-11-04 18:23:27 UTC,Trump,463965,1188357,4870,Pennsylvania,22.7,77.3,72.8,69.8,,
2799,2799,2020-11-04 18:15:15 UTC,Trump,466625,1193111,4708,Pennsylvania,20.3,79.7,72.9,69.8,,
2800,2800,2020-11-04 17:44:28 UTC,Trump,469423,1197891,11014,Pennsylvania,35.6,64.4,72.6,69.8,,
2801,2801,2020-11-04 17:41:18 UTC,Trump,472593,1208745,154,Pennsylvania,40.3,59.7,77.5,69.8,,
2802,2802,2020-11-04 17:24:40 UTC,Trump,472623,1208900,217,Pennsylvania,50.2,49.8,77.6,69.8,,
2803,2803,2020-11-04 17:16:47 UTC,Trump,472622,1209119,35526,Pennsylvania,22.2,77.8,77.8,69.8,,
2804,2804,2020-11-04 17:04:21 UTC,Trump,492350,1244799,15118,Pennsylvania,27.6,72.4,72.0,70.0,,
2805,2805,2020-11-04 16:52:58 UTC,Trump,499120,1260016,29,Pennsylvania,48.3,51.7,70.3,70.1,,
2806,2806,2020-11-04 16:45:02 UTC,Trump,499121,1260046,13209,Pennsylvania,28.2,71.8,70.3,70.1,,
2807,2807,2020-11-04 16:41:26 UTC,Trump,504890,1273395,20226,Pennsylvania,30.9,69.1,67.0,70.1,,
2808,2808,2020-11-04 16:32:53 UTC,Trump,512636,1293877,6341,Pennsylvania,47.7,52.3,75.5,70.1,,
2809,2809,2020-11-04 16:25:01 UTC,Trump,512933,1300198,33507,Pennsylvania,18.3,81.7,81.7,70.0,,
2810,2810,2020-11-04 16:12:53 UTC,Trump,534180,1334096,14885,Pennsylvania,28.5,71.5,65.4,70.3,,
2811,2811,2020-11-04 16:03:50 UTC,Trump,540587,1349126,547,Pennsylvania,49.4,50.6,56.9,70.3,,
2812,2812,2020-11-04 16:01:30 UTC,Trump,540594,1349682,4428,Pennsylvania,39.9,60.1,57.0,70.3,,
2813,2813,2020-11-04 15:52:05 UTC,Trump,541492,1354149,2736,Pennsylvania,26.6,73.4,56.2,70.2,,
2814,2814,2020-11-04 15:41:34 UTC,Trump,542774,1356910,81733,Pennsylvania,45.6,54.4,54.4,70.3,,
2815,2815,2020-11-04 15:25:43 UTC,Trump,550001,1439464,44313,Pennsylvania,7.5,92.5,92.5,69.3,,
2816,2816,2020-11-04 15:17:08 UTC,Trump,587656,1484069,4249,Pennsylvania,29.9,70.1,82.0,70.1,,
2817,2817,2020-11-04 14:56:08 UTC,Trump,589367,1488344,87,Pennsylvania,41.4,58.6,83.9,70.1,,
2818,2818,2020-11-04 14:32:18 UTC,Trump,589382,1488432,39269,Pennsylvania,16.0,84.0,84.0,70.1,,
2819,2819,2020-11-04 14:23:44 UTC,Trump,616079,1527993,4545,Pennsylvania,19.6,80.4,80.4,70.4,,
2820,2820,2020-11-04 13:28:22 UTC,Trump,618840,1532573,0,Pennsylvania,,,,70.4,,
2821,2821,2020-12-11 16:26:38 UTC,Biden,107564,Unknown,0,Rhode Island,,,31.4,,,
2822,2822,2020-11-25 04:43:14 UTC,Biden,107564,Unknown,1361,Rhode Island,93.8,6.2,31.4,,,
2823,2823,2020-11-25 04:39:14 UTC,Biden,106373,4130,0,Rhode Island,,,32.7,1364.1,,
2824,2824,2020-11-24 19:47:18 UTC,Biden,106373,4130,25,Rhode Island,72.0,28.0,32.7,1364.1,,
2825,2825,2020-11-13 21:55:43 UTC,Biden,106362,4155,99,Rhode Island,79.8,20.2,32.7,1356.0,,
2826,2826,2020-11-11 22:51:34 UTC,Biden,106303,4254,0,Rhode Island,,,32.8,1324.9,,
2827,2827,2020-11-11 03:23:42 UTC,Biden,106303,4254,0,Rhode Island,,,32.8,1324.9,,
2828,2828,2020-11-10 23:14:20 UTC,Biden,106303,4254,174,Rhode Island,70.1,29.9,32.8,1324.9,,
2829,2829,2020-11-10 13:10:41 UTC,Biden,106233,4434,8003,Rhode Island,70.8,29.2,32.8,1272.4,,
2830,2830,2020-11-06 21:54:35 UTC,Biden,102904,12556,4676,Rhode Island,69.5,30.5,34.2,468.1,,
2831,2831,2020-11-04 21:21:34 UTC,Biden,101076,17367,18427,Rhode Island,64.9,35.1,35.1,346.9,,
2832,2832,2020-11-04 13:28:22 UTC,Biden,95601,36062,0,Rhode Island,,,,185.3,,
2833,2833,2020-11-12 15:36:23 UTC,Trump,293562,873,0,South Carolina,,,48.8,17112.4,,
2834,2834,2020-11-12 15:28:44 UTC,Trump,293562,873,0,South Carolina,,,48.8,17112.4,,
2835,2835,2020-11-11 15:59:24 UTC,Trump,293562,873,36,South Carolina,36.1,63.9,48.8,17112.4,,
2836,2836,2020-11-11 03:23:42 UTC,Trump,293572,378,0,South Carolina,,,48.8,39457.5,,
2837,2837,2020-11-10 15:12:43 UTC,Trump,293572,378,14,South Carolina,71.4,28.6,48.8,39457.5,,
2838,2838,2020-11-09 20:06:52 UTC,Trump,293566,393,Unknown,South Carolina,52.9,47.1,49.4,37952.6,,
2839,2839,2020-11-09 16:53:08 UTC,Trump,293689,Unknown,2,South Carolina,50.0,50.0,48.8,,,
2840,2840,2020-11-09 14:36:14 UTC,Trump,293689,Unknown,0,South Carolina,,,48.8,,,
2841,2841,2020-11-07 17:14:33 UTC,Trump,293689,Unknown,428,South Carolina,56.1,43.9,48.8,,,
2842,2842,2020-11-07 01:40:56 UTC,Trump,293637,Unknown,3140,South Carolina,70.9,29.1,48.9,,,
2843,2843,2020-11-06 23:47:09 UTC,Trump,292325,1912,24,South Carolina,50.0,50.0,51.7,7807.7,,
2844,2844,2020-11-06 22:03:00 UTC,Trump,292325,1936,1158,South Carolina,66.3,33.7,51.7,7711.5,,
2845,2845,2020-11-06 21:54:35 UTC,Trump,291947,3140,62,South Carolina,27.4,72.6,52.6,4767.7,,
2846,2846,2020-11-06 21:39:06 UTC,Trump,291975,3202,3,South Carolina,100.0,0.0,52.6,4676.8,,
2847,2847,2020-11-06 21:30:56 UTC,Trump,291972,3205,658,South Carolina,45.7,54.3,52.6,4672.4,,
2848,2848,2020-11-06 21:22:20 UTC,Trump,292028,3887,131,South Carolina,37.4,62.6,52.6,3862.1,,
2849,2849,2020-11-06 20:58:52 UTC,Trump,292061,4020,432,South Carolina,52.3,47.7,52.6,3736.4,,
2850,2850,2020-11-06 20:51:21 UTC,Trump,292041,4464,46,South Carolina,67.4,32.6,52.7,3369.5,,
2851,2851,2020-11-06 20:42:56 UTC,Trump,292025,4510,279,South Carolina,59.5,40.5,52.7,3335.5,,
2852,2852,2020-11-06 20:34:48 UTC,Trump,291972,4795,78,South Carolina,56.4,43.6,52.9,3139.6,,
2853,2853,2020-11-06 20:17:51 UTC,Trump,291962,4873,30,South Carolina,56.7,43.3,52.9,3090.1,,
2854,2854,2020-11-06 19:37:31 UTC,Trump,291958,4904,11,South Carolina,36.4,63.6,52.9,3070.8,,
2855,2855,2020-11-06 19:30:23 UTC,Trump,291961,4916,746,South Carolina,46.2,53.8,52.9,3063.5,,
2856,2856,2020-11-06 19:25:09 UTC,Trump,292017,5683,85,South Carolina,54.1,45.9,52.9,2657.3,,
2857,2857,2020-11-06 19:11:02 UTC,Trump,292010,5771,2507,South Carolina,65.7,34.3,53.0,2617.5,,
2858,2858,2020-11-06 18:51:26 UTC,Trump,291223,8326,384,South Carolina,54.2,45.8,54.8,1824.8,,
2859,2859,2020-11-06 18:43:36 UTC,Trump,291191,8720,5,South Carolina,60.0,40.0,54.9,1744.4,,
2860,2860,2020-11-06 18:40:11 UTC,Trump,291190,8725,318,South Carolina,70.1,29.9,54.9,1743.4,,
2861,2861,2020-11-06 18:15:43 UTC,Trump,291062,9056,423,South Carolina,71.4,28.6,55.2,1680.8,,
2862,2862,2020-11-06 18:08:50 UTC,Trump,290881,9486,65,South Carolina,46.2,53.8,55.6,1605.9,,
2863,2863,2020-11-06 17:40:44 UTC,Trump,290886,9551,141,South Carolina,51.8,48.2,55.6,1595.4,,
2864,2864,2020-11-06 17:32:20 UTC,Trump,290881,9693,74,South Carolina,64.9,35.1,55.6,1572.7,,
2865,2865,2020-11-06 17:05:29 UTC,Trump,290859,9769,75,South Carolina,76.0,24.0,55.6,1560.7,,
2866,2866,2020-11-06 16:49:49 UTC,Trump,290820,9845,102,South Carolina,48.0,52.0,55.7,1548.9,,
2867,2867,2020-11-06 16:32:19 UTC,Trump,290824,9948,2,South Carolina,50.0,50.0,55.7,1533.4,,
2868,2868,2020-11-06 16:13:06 UTC,Trump,290824,9950,6,South Carolina,50.0,50.0,55.7,1533.1,,
2869,2869,2020-11-06 16:03:11 UTC,Trump,290824,9956,8,South Carolina,50.0,50.0,55.7,1532.2,,
2870,2870,2020-11-06 15:27:32 UTC,Trump,290824,9964,2,South Carolina,0.0,100.0,55.7,1531.0,,
2871,2871,2020-11-06 15:17:54 UTC,Trump,290826,9966,1,South Carolina,100.0,0.0,55.7,1530.7,,
2872,2872,2020-11-05 22:45:37 UTC,Trump,290825,9967,2,South Carolina,100.0,0.0,55.7,1530.5,,
2873,2873,2020-11-05 22:01:29 UTC,Trump,290823,9969,31979,South Carolina,44.3,55.7,55.7,1530.2,,
2874,2874,2020-11-05 21:13:32 UTC,Trump,294496,42219,2665,South Carolina,36.1,63.9,67.4,403.9,,
2875,2875,2020-11-05 19:12:36 UTC,Trump,295237,44942,1396,South Carolina,41.9,58.1,68.0,383.3,,
2876,2876,2020-11-05 17:09:07 UTC,Trump,295463,46361,1171,South Carolina,42.5,57.5,68.6,373.4,,
2877,2877,2020-11-05 17:06:03 UTC,Trump,295638,47548,0,South Carolina,,,68.7,365.5,,
2878,2878,2020-11-05 15:15:31 UTC,Trump,295638,47548,560,South Carolina,29.1,70.9,68.7,365.5,,
2879,2879,2020-11-05 13:19:33 UTC,Trump,295872,48128,1388,South Carolina,39.8,60.2,68.5,361.9,,
2880,2880,2020-11-05 05:12:21 UTC,Trump,296154,49546,1365,South Carolina,40.5,59.5,68.5,353.3,,
2881,2881,2020-11-05 03:16:30 UTC,Trump,296413,50934,821,South Carolina,40.1,59.9,68.5,345.3,,
2882,2882,2020-11-05 01:41:10 UTC,Trump,296576,51771,661,South Carolina,36.5,63.5,68.5,340.7,,
2883,2883,2020-11-05 01:28:06 UTC,Trump,296755,52445,1583,South Carolina,39.2,60.8,68.4,337.1,,
2884,2884,2020-11-05 01:16:26 UTC,Trump,297096,54047,22552,South Carolina,28.8,71.2,68.4,328.9,,
2885,2885,2020-11-05 01:00:02 UTC,Trump,306680,76918,11119,South Carolina,40.3,59.7,54.5,252.3,,
2886,2886,2020-11-04 23:14:43 UTC,Trump,308831,88159,1626,South Carolina,38.8,61.2,51.4,227.8,,
2887,2887,2020-11-04 21:12:19 UTC,Trump,309195,89824,858,South Carolina,38.5,61.5,52.1,224.7,,
2888,2888,2020-11-04 19:21:00 UTC,Trump,309393,90697,341,South Carolina,37.0,63.0,52.5,223.1,,
2889,2889,2020-11-04 19:13:03 UTC,Trump,309482,91050,25294,South Carolina,50.3,49.7,52.6,222.5,,
2890,2890,2020-11-04 18:40:57 UTC,Trump,309336,116760,516,South Carolina,37.4,62.6,73.1,184.4,,
2891,2891,2020-11-04 17:41:18 UTC,Trump,309466,117281,532,South Carolina,68.0,32.0,73.3,183.9,,
2892,2892,2020-11-04 17:16:47 UTC,Trump,309274,117822,0,South Carolina,,,74.0,183.2,,
2893,2893,2020-11-04 17:04:21 UTC,Trump,309274,117822,95579,South Carolina,26.0,74.0,74.0,183.2,,
2894,2894,2020-11-04 16:41:26 UTC,Trump,355221,214387,123,South Carolina,45.5,54.5,59.1,134.1,,
2895,2895,2020-11-04 15:28:06 UTC,Trump,355232,214513,5007,South Carolina,40.8,59.2,59.2,134.0,,
2896,2896,2020-11-04 13:28:22 UTC,Trump,356151,219560,0,South Carolina,,,,132.3,,
2897,2897,2020-11-12 03:12:23 UTC,Trump,110572,166,4670,South Dakota,79.9,20.1,51.4,34252.8,,
2898,2898,2020-11-12 02:57:03 UTC,Trump,107780,4968,Unknown,South Dakota,79.9,20.1,63.5,1164.0,,
2899,2899,2020-11-11 21:52:35 UTC,Trump,110572,166,Unknown,South Dakota,94.1,5.9,57.5,34252.8,,
2900,2900,2020-11-10 14:35:19 UTC,Trump,110632,98,Unknown,South Dakota,100.0,0.0,57.4,58016.7,,
2901,2901,2020-11-06 21:22:20 UTC,Trump,110633,97,1,South Dakota,0.0,100.0,57.4,58614.9,,
2902,2902,2020-11-06 21:14:54 UTC,Trump,110634,98,4,South Dakota,0.0,100.0,57.4,58017.8,,
2903,2903,2020-11-05 22:27:06 UTC,Trump,110638,102,5,South Dakota,20.0,80.0,57.4,55746.5,,
2904,2904,2020-11-05 19:29:35 UTC,Trump,110641,107,1,South Dakota,100.0,0.0,57.4,53145.3,,
2905,2905,2020-11-05 18:50:48 UTC,Trump,110640,108,2,South Dakota,50.0,50.0,57.4,52653.2,,
2906,2906,2020-11-05 17:52:38 UTC,Trump,110640,110,3,South Dakota,100.0,0.0,57.4,51696.8,,
2907,2907,2020-11-05 17:41:08 UTC,Trump,110637,113,1,South Dakota,0.0,100.0,57.4,50324.3,,
2908,2908,2020-11-05 16:56:46 UTC,Trump,110638,114,1,South Dakota,100.0,0.0,57.4,49883.8,,
2909,2909,2020-11-05 15:46:20 UTC,Trump,110637,115,1,South Dakota,100.0,0.0,57.4,49450.0,,
2910,2910,2020-11-05 15:36:35 UTC,Trump,110636,116,2,South Dakota,100.0,0.0,57.4,49023.7,,
2911,2911,2020-11-05 15:31:50 UTC,Trump,110634,118,1,South Dakota,100.0,0.0,57.4,48192.7,,
2912,2912,2020-11-05 15:26:46 UTC,Trump,110633,119,7,South Dakota,71.4,28.6,57.4,47787.7,,
2913,2913,2020-11-05 15:02:13 UTC,Trump,110630,126,3,South Dakota,18266.7,18166.7,57.4,45134.4,,
2914,2914,2020-11-05 14:36:33 UTC,Trump,109537,130,4,South Dakota,50.0,50.0,59.3,43315.5,,
2915,2915,2020-11-04 23:57:33 UTC,Trump,109537,134,399,South Dakota,29.1,70.9,59.3,42024.0,,
2916,2916,2020-11-04 23:49:45 UTC,Trump,109704,548,39750,South Dakota,40.9,59.1,59.1,10329.4,,
2917,2917,2020-11-04 23:14:43 UTC,Trump,116944,41122,1,South Dakota,100.0,0.0,43.9,196.0,,
2918,2918,2020-11-04 22:01:03 UTC,Trump,116943,41123,2,South Dakota,100.0,0.0,45.0,196.0,,
2919,2919,2020-11-04 21:56:26 UTC,Trump,116941,41125,0,South Dakota,,,47.4,196.0,,
2920,2920,2020-11-04 21:52:58 UTC,Trump,116941,41125,1,South Dakota,100.0,0.0,47.4,196.0,,
2921,2921,2020-11-04 21:50:52 UTC,Trump,116940,41127,1,South Dakota,100.0,0.0,48.6,196.0,,
2922,2922,2020-11-04 21:37:45 UTC,Trump,116939,41128,1,South Dakota,0.0,100.0,50.0,196.0,,
2923,2923,2020-11-04 21:12:19 UTC,Trump,116940,41129,7,South Dakota,71.4,28.6,48.6,196.0,,
2924,2924,2020-11-04 20:48:16 UTC,Trump,116937,41136,1,South Dakota,100.0,0.0,53.6,196.0,,
2925,2925,2020-11-04 18:48:31 UTC,Trump,116936,41137,5,South Dakota,40.0,60.0,55.6,196.0,,
2926,2926,2020-11-04 18:15:15 UTC,Trump,116937,41142,3,South Dakota,0.0,100.0,54.5,195.9,,
2927,2927,2020-11-04 17:57:21 UTC,Trump,116940,41145,1,South Dakota,0.0,100.0,47.4,195.9,,
2928,2928,2020-11-04 17:16:47 UTC,Trump,116941,41146,2,South Dakota,50.0,50.0,44.4,195.9,,
2929,2929,2020-11-04 16:25:01 UTC,Trump,116941,41148,2,South Dakota,0.0,100.0,43.8,195.9,,
2930,2930,2020-11-04 16:12:53 UTC,Trump,116943,41150,2,South Dakota,50.0,50.0,35.7,195.9,,
2931,2931,2020-11-04 16:03:50 UTC,Trump,116943,41152,2,South Dakota,50.0,50.0,33.3,195.9,,
2932,2932,2020-11-04 15:58:54 UTC,Trump,116943,41154,2,South Dakota,50.0,50.0,30.0,195.9,,
2933,2933,2020-11-04 15:52:05 UTC,Trump,116943,41156,1,South Dakota,100.0,0.0,25.0,195.9,,
2934,2934,2020-11-04 15:41:34 UTC,Trump,116942,41157,1,South Dakota,0.0,100.0,28.6,195.9,,
2935,2935,2020-11-04 15:31:44 UTC,Trump,116943,41158,1,South Dakota,100.0,0.0,16.7,195.9,,
2936,2936,2020-11-04 15:21:22 UTC,Trump,116942,41159,2,South Dakota,50.0,50.0,20.0,195.9,,
2937,2937,2020-11-04 15:17:08 UTC,Trump,116942,41161,3,South Dakota,100.0,0.0,,195.9,,
2938,2938,2020-11-04 13:28:22 UTC,Trump,116939,41164,0,South Dakota,,,,195.9,,
2939,2939,2020-12-15 23:01:39 UTC,Trump,709035,Unknown,675,Tennessee,70.1,29.9,59.0,,,
2940,2940,2020-12-03 15:04:21 UTC,Trump,708764,Unknown,2854,Tennessee,38.4,61.6,61.8,,,
2941,2941,2020-12-03 14:07:22 UTC,Trump,709428,1562,616,Tennessee,44.3,55.7,62.0,23196.0,,
2942,2942,2020-12-03 03:47:20 UTC,Trump,709498,2348,3520,Tennessee,36.6,63.4,63.0,15449.3,,
2943,2943,2020-11-11 22:51:34 UTC,Trump,710444,4337,0,Tennessee,,,29.3,8398.1,,
2944,2944,2020-11-10 00:51:18 UTC,Trump,710444,4337,41,Tennessee,70.7,29.3,29.3,8398.1,,
2945,2945,2020-11-04 13:28:22 UTC,Trump,710427,4380,0,Tennessee,,,,8316.0,,
2946,2946,2020-11-27 15:26:14 UTC,Trump,631221,3892,198,Texas,101.5,1.5,54.4,8281.7,,
2947,2947,2020-11-27 15:12:16 UTC,Trump,631017,4090,Unknown,Texas,55.3,44.7,58.1,7880.7,,
2948,2948,2020-11-27 14:47:15 UTC,Trump,631381,521,Unknown,Texas,5.1,94.9,54.3,61558.6,,
2949,2949,2020-11-27 14:35:23 UTC,Trump,630587,Unknown,619,Texas,32.1,67.9,54.9,,,
2950,2950,2020-11-27 14:26:15 UTC,Trump,630808,Unknown,32,Texas,159.4,59.4,55.1,,,
2951,2951,2020-11-27 14:13:15 UTC,Trump,630738,Unknown,52,Texas,57.7,42.3,55.2,,,
2952,2952,2020-11-27 13:48:15 UTC,Trump,630730,Unknown,13,Texas,46.2,53.8,55.3,,,
2953,2953,2020-11-24 15:40:17 UTC,Trump,630731,Unknown,20,Texas,70.0,30.0,55.3,,,
2954,2954,2020-11-24 13:30:24 UTC,Trump,630723,Unknown,0,Texas,,,55.3,,,
2955,2955,2020-11-19 21:59:23 UTC,Trump,630723,Unknown,17457,Texas,54.7,45.3,55.3,,,
2956,2956,2020-11-19 19:28:02 UTC,Trump,629068,13201,280,Texas,50.4,49.6,65.1,2468.6,,
2957,2957,2020-11-19 19:15:41 UTC,Trump,629066,13483,109,Texas,79.8,20.2,65.1,2418.1,,
2958,2958,2020-11-19 18:55:42 UTC,Trump,629001,13597,689,Texas,66.9,33.1,65.3,2398.0,,
2959,2959,2020-11-19 18:47:41 UTC,Trump,628768,14291,1200,Texas,50.4,49.6,65.8,2283.1,,
2960,2960,2020-11-19 18:39:42 UTC,Trump,628758,15508,12421,Texas,24.9,75.1,66.0,2107.8,,
2961,2961,2020-11-19 18:30:41 UTC,Trump,634987,28147,12376,Texas,38.4,61.6,68.2,1195.0,,
2962,2962,2020-11-16 21:13:53 UTC,Trump,637869,42697,3332,Texas,45.5,54.5,67.3,808.3,,
2963,2963,2020-11-16 21:01:32 UTC,Trump,638167,46072,1228,Texas,43.6,56.4,67.3,753.0,,
2964,2964,2020-11-16 20:04:13 UTC,Trump,638323,47017,0,Texas,,,67.3,739.1,,
2965,2965,2020-11-16 19:31:33 UTC,Trump,638323,47047,1323,Texas,49.2,50.8,67.3,738.6,,
2966,2966,2020-11-16 13:54:52 UTC,Trump,638344,48401,7027,Texas,11.5,88.5,67.5,719.4,,
2967,2967,2020-11-15 23:24:50 UTC,Trump,643755,55518,5228,Texas,27.4,72.6,52.9,638.5,,
2968,2968,2020-11-15 23:15:29 UTC,Trump,646123,60833,5201,Texas,40.8,59.2,49.1,589.1,,
2969,2969,2020-11-11 22:51:34 UTC,Trump,647076,66132,0,Texas,,,50.2,546.6,,
2970,2970,2020-11-11 03:23:42 UTC,Trump,647076,66132,0,Texas,,,50.2,546.6,,
2971,2971,2020-11-10 17:46:45 UTC,Trump,647076,66132,848,Texas,29.1,70.9,50.2,546.6,,
2972,2972,2020-11-10 14:17:25 UTC,Trump,647430,66998,Unknown,Texas,70.0,30.0,50.1,540.5,,
2973,2973,2020-11-10 01:56:52 UTC,Trump,647438,66978,1207,Texas,43.2,56.8,50.1,540.6,,
2974,2974,2020-11-09 21:44:56 UTC,Trump,647601,68196,Unknown,Texas,123.2,23.2,66.1,532.0,,
2975,2975,2020-11-09 15:02:18 UTC,Trump,656035,62635,20,Texas,70.0,30.0,50.8,581.6,,
2976,2976,2020-11-07 20:17:59 UTC,Trump,656027,62655,825,Texas,31.2,68.8,50.9,581.4,,
2977,2977,2020-11-07 02:51:05 UTC,Trump,656338,66182,9800,Texas,45.2,54.8,50.5,553.3,,
2978,2978,2020-11-06 22:14:55 UTC,Trump,657276,76129,Unknown,Texas,45.3,54.7,54.0,488.2,,
2979,2979,2020-11-06 22:03:00 UTC,Trump,655833,60791,Unknown,Texas,63.7,36.3,59.2,597.6,,
2980,2980,2020-11-06 21:30:56 UTC,Trump,658454,51173,182,Texas,36.3,63.7,51.0,703.1,,
2981,2981,2020-11-06 21:14:54 UTC,Trump,658504,51679,Unknown,Texas,100.0,0.0,51.0,696.7,,
2982,2982,2020-11-06 20:30:39 UTC,Trump,658506,51677,3787,Texas,100.0,0.0,51.0,696.8,,
2983,2983,2020-11-06 14:12:24 UTC,Trump,654719,55454,112,Texas,45.5,54.5,58.1,649.2,,
2984,2984,2020-11-06 13:40:09 UTC,Trump,654729,55585,3,Texas,66.7,33.3,58.1,647.8,,
2985,2985,2020-11-06 04:13:59 UTC,Trump,654728,55588,0,Texas,,,58.1,647.8,,
2986,2986,2020-11-06 04:10:39 UTC,Trump,654728,55985,4147,Texas,42.5,57.5,58.1,643.6,,
2987,2987,2020-11-06 00:35:53 UTC,Trump,655351,59793,3563,Texas,53.2,46.8,59.7,606.3,,
2988,2988,2020-11-05 17:24:14 UTC,Trump,655126,63397,0,Texas,,,61.0,574.5,,
2989,2989,2020-11-05 17:21:28 UTC,Trump,655126,63781,6306,Texas,34.4,65.6,61.0,571.3,,
2990,2990,2020-11-05 14:28:30 UTC,Trump,657098,70115,1243,Texas,25.1,74.9,59.2,525.7,,
2991,2991,2020-11-05 08:28:00 UTC,Trump,657717,71360,14840,Texas,43.6,56.4,58.8,517.8,,
2992,2992,2020-11-05 00:16:49 UTC,Trump,659609,86400,1451,Texas,30.3,69.7,63.3,437.5,,
2993,2993,2020-11-04 23:49:45 UTC,Trump,660182,87877,2438,Texas,30.8,69.2,63.1,431.3,,
2994,2994,2020-11-04 23:41:34 UTC,Trump,661120,90346,9182,Texas,41.8,58.2,62.7,421.4,,
2995,2995,2020-11-04 20:58:39 UTC,Trump,662634,99622,214,Texas,79.0,21.0,64.9,387.6,,
2996,2996,2020-11-04 20:37:49 UTC,Trump,662510,99839,203,Texas,50.7,49.3,65.2,386.8,,
2997,2997,2020-11-04 19:13:03 UTC,Trump,662507,100038,30024,Texas,34.7,65.3,65.3,386.1,,
2998,2998,2020-11-04 18:16:02 UTC,Trump,671713,130254,8312,Texas,43.0,57.0,56.1,311.7,,
2999,2999,2020-11-04 13:48:24 UTC,Trump,672869,138766,178,Texas,84.3,15.7,15.7,296.1,,
3000,3000,2020-11-04 13:35:13 UTC,Trump,672747,138944,0,Texas,,,,295.8,,
3001,3001,2020-11-04 13:28:22 UTC,Trump,672747,138945,0,Texas,,,,295.7,,
3002,3002,2020-11-24 21:34:17 UTC,Trump,304858,Unknown,0,Utah,,,31.1,,,
3003,3003,2020-11-24 21:21:16 UTC,Trump,304858,Unknown,0,Utah,,,31.1,,,
3004,3004,2020-11-24 21:10:24 UTC,Trump,304858,Unknown,0,Utah,,,31.1,,,
3005,3005,2020-11-24 12:48:17 UTC,Trump,304858,Unknown,0,Utah,,,31.1,,,
3006,3006,2020-11-19 19:52:20 UTC,Trump,304858,Unknown,55,Utah,72.7,27.3,31.1,,,
3007,3007,2020-11-18 18:53:56 UTC,Trump,304833,37,102,Utah,60.8,39.2,31.1,430154.6,,
3008,3008,2020-11-18 16:26:51 UTC,Trump,304811,142,29,Utah,79.3,20.7,31.1,112111.4,,
3009,3009,2020-11-18 00:32:01 UTC,Trump,304794,171,507,Utah,70.6,29.4,31.1,93101.7,,
3010,3010,2020-11-17 22:18:58 UTC,Trump,304585,702,5,Utah,60.0,40.0,31.3,22700.9,,
3011,3011,2020-11-17 21:32:18 UTC,Trump,304584,707,13381,Utah,73.8,26.2,31.3,22540.6,,
3012,3012,2020-11-17 20:16:59 UTC,Trump,298205,14982,280,Utah,92.5,7.5,37.9,1089.1,,
3013,3013,2020-11-17 19:57:17 UTC,Trump,297967,15270,231,Utah,85.7,14.3,38.3,1068.7,,
3014,3014,2020-11-17 19:23:21 UTC,Trump,297802,15508,677,Utah,76.5,23.5,38.6,1052.5,,
3015,3015,2020-11-17 18:46:03 UTC,Trump,297443,16213,621,Utah,52.2,47.8,39.2,1007.8,,
